,address_no,description,satuan,Unit
2040,KALTIM2.SIGNAL.RTD.20LCJ50CT101,Unit #2 - NO.5 LP HTR DRN WTR TEMP ,°C,Unit 2
2041,KALTIM2.SIGNAL.RTD.20LAC30CT102,Unit #2 - TEMP OF B EFWP MTR DRIVING END BEARING,°C,Unit 2
2042,KALTIM2.SIGNAL.RTD.20LAC30CT103,Unit #2 - B EFWP MTR STATOR WIDING TEMP 1,°C,Unit 2
2043,KALTIM2.SIGNAL.RTD.20LAC30CT105,Unit #2 - B EFWP MTR STATOR WIDING TEMP 3,°C,Unit 2
2044,KALTIM2.SIGNAL.RTD.20LAC30CT107,Unit #2 - B EFWP MTR STATOR WIDING TEMP 5,°C,Unit 2
2045,KALTIM2.SIGNAL.RTD.20LAC30CT109,Unit #2 - TEMP 1 OF B EFWP HYDRAULIC COUPLING BEARING,°C,Unit 2
2046,KALTIM2.SIGNAL.RTD.20LCJ60CT101,Unit #2 - NO.6 LP heater emergency drainage temperature,°C,Unit 2
2047,KALTIM2.SIGNAL.RTD.20LAC30CT104,Unit #2 - B EFWP MTR STATOR WIDING TEMP 2,°C,Unit 2
2048,KALTIM2.SIGNAL.RTD.20LAC30CT106,Unit #2 - B EFWP MTR STATOR WIDING TEMP 4,°C,Unit 2
2049,KALTIM2.SIGNAL.RTD.20LAC30CT108,Unit #2 - B EFWP MTR STATOR WIDING TEMP 6,°C,Unit 2
2050,KALTIM2.SIGNAL.RTD.20LAC30CT110,Unit #2 - TEMP 2 OF B EFWP HYDRAULIC COUPLING BEARING,°C,Unit 2
2051,KALTIM2.SIGNAL.RTD.20LAC30CT113,Unit #2 - TEMP OF B EFWP NON-DRIVING END BEARING,°C,Unit 2
2052,KALTIM2.SIGNAL.RTD.20LCJ70CT101,Unit #2 - NO.7 LP heater emergency drainage temperature,°C,Unit 2
2053,KALTIM2.SIGNAL.RTD.20LAC30CT114,Unit #2 - TEMP OF B EFWP DRIVING END BEARING,°C,Unit 2
2054,KALTIM2.SIGNAL.RTD.20LAC30CT115,Unit #2 - TEMP OF B EFWP THRUST BEARING,°C,Unit 2
2055,KALTIM2.SIGNAL.RTD.20LAC30CT116,Unit #2 - OIL TEMP OF B EFWP LUBE OIL COOLER OUTLET,°C,Unit 2
2056,KALTIM2.SIGNAL.RTD.20LAC30CT117,Unit #2 - OIL TEMP OF B EFWP LUBE OIL COOLER INLET,°C,Unit 2
2057,KALTIM2.SIGNAL.RTD.20LAC30CT118,Unit #2 - OIL TEMP OF B EFWP WORKING OIL COOLER OUTLET,°C,Unit 2
2058,KALTIM2.SIGNAL.RTD.20LAC30CT119,Unit #2 - OIL TEMP OF B EFWP WORKING OIL COOLER INLET,°C,Unit 2
2059,KALTIM2.SIGNAL.RTD.20LCE18CT101,Unit #2 - SECONDARY DTR OUTLET WTR TEMP 1,°C,Unit 2
2060,KALTIM2.SIGNAL.RTD.20LCB30CT101,Unit #2 - A CONDENSATE PMP THRUST BEARING TEMP,°C,Unit 2
2061,KALTIM2.SIGNAL.RTD.20LCB30CT102,Unit #2 - A CONDENSATE PMP MTR BEARING TEMP 1,°C,Unit 2
2062,KALTIM2.SIGNAL.RTD.20LCB30CT104,Unit #2 - A CONDENSATE PMP MTR STATOR TEMP 1,°C,Unit 2
2063,KALTIM2.SIGNAL.RTD.20LCB30CT106,Unit #2 - A CONDENSATE PMP MTR STATOR TEMP 3,°C,Unit 2
2064,KALTIM2.SIGNAL.RTD.20LCB30CT108,Unit #2 - A CONDENSATE PMP MTR STATOR TEMP 5,°C,Unit 2
2065,KALTIM2.SIGNAL.RTD.20MAG10CT101,Unit #2 - COND TEMP 1,°C,Unit 2
2066,KALTIM2.SIGNAL.RTD.20PGB30CT101,Unit #2 - A CLSDCOOLING WTR PMP DRIVEN END TEMP,°C,Unit 2
2067,KALTIM2.SIGNAL.RTD.20LCE18CT102,Unit #2 - SECONDARY DTR OUTLET WTR TEMP 2,°C,Unit 2
2068,KALTIM2.SIGNAL.RTD.20LCB30CT103,Unit #2 - A CONDENSATE PMP MTR BEARING TEMP 2,°C,Unit 2
2069,KALTIM2.SIGNAL.RTD.20LCB30CT105,Unit #2 - A CONDENSATE PMP MTR STATOR TEMP 2,°C,Unit 2
2070,KALTIM2.SIGNAL.RTD.20LCB30CT107,Unit #2 - A CONDENSATE PMP MTR STATOR TEMP 4,°C,Unit 2
2071,KALTIM2.SIGNAL.RTD.20LCB30CT109,Unit #2 - A CONDENSATE PMP MTR STATOR TEMP 6,°C,Unit 2
2072,KALTIM2.SIGNAL.RTD.20MAG10CT102,Unit #2 - COND TEMP 2,°C,Unit 2
2073,KALTIM2.SIGNAL.RTD.20PGB30CT102,Unit #2 - A CLSDCOOLING WTR PMP NON-DRIVEN TEMP,°C,Unit 2
2074,KALTIM2.SIGNAL.RTD.20MAV12CT101,Unit #2 - OIL TEMP OF A LUBE OIL COOLER INLET ,°C,Unit 2
2075,KALTIM2.SIGNAL.RTD.20LAC40CT101,Unit #2 - TEMP OF C EFWP MTR NON-DRIVING END BEARING,°C,Unit 2
2076,KALTIM2.SIGNAL.RTD.20LAC40CT103,Unit #2 - C EFWP MTR STATOR WIDING TEMP 1,°C,Unit 2
2077,KALTIM2.SIGNAL.RTD.20PGB30CT103,Unit #2 - A CLSDCOOLING WTR PMP WINDING TEMP 1,°C,Unit 2
2078,KALTIM2.SIGNAL.RTD.20MAV12CT102,Unit #2 - OIL TEMP OF A LUBE OIL COOLER OUTLET ,°C,Unit 2
2079,KALTIM2.SIGNAL.RTD.20LAC40CT102,Unit #2 - TEMP OF C EFWP MTR DRIVING END BEARING,°C,Unit 2
2080,KALTIM2.SIGNAL.RTD.20LAC40CT104,Unit #2 - C EFWP MTR STATOR WIDING TEMP 2,°C,Unit 2
2081,KALTIM2.SIGNAL.RTD.20PGB30CT104,Unit #2 - A CLSDCOOLING WTR PMP WINDING TEMP2,°C,Unit 2
2082,KALTIM2.SIGNAL.RTD.20LAC40CT105,Unit #2 - C EFWP MTR STATOR WIDING TEMP 3,°C,Unit 2
2083,KALTIM2.SIGNAL.RTD.20LAC40CT107,Unit #2 - C EFWP MTR STATOR WIDING TEMP 5,°C,Unit 2
2084,KALTIM2.SIGNAL.RTD.20LAC40CT109,Unit #2 - TEMP 1 OF C EFWP HYDRAULIC COUPLING BEARING,°C,Unit 2
2085,KALTIM2.SIGNAL.RTD.20LAC40CT113,Unit #2 - TEMP OF C EFWP NON-DRIVING END BEARING,°C,Unit 2
2086,KALTIM2.SIGNAL.RTD.20LAC40CT115,Unit #2 - TEMP OF C EFWP THRUST BEARING,°C,Unit 2
2087,KALTIM2.SIGNAL.RTD.20LAC40CT117,Unit #2 - OIL TEMP OF C EFWP LUBE OIL COOLER INLET,°C,Unit 2
2088,KALTIM2.SIGNAL.RTD.20PGB30CT105,Unit #2 - A CLSDCOOLING WTR PMP WINDING TEMP3,°C,Unit 2
2089,KALTIM2.SIGNAL.RTD.20LAC40CT106,Unit #2 - C EFWP MTR STATOR WIDING TEMP 4,°C,Unit 2
2090,KALTIM2.SIGNAL.RTD.20LAC40CT108,Unit #2 - C EFWP MTR STATOR WIDING TEMP 6,°C,Unit 2
2091,KALTIM2.SIGNAL.RTD.20LAC40CT110,Unit #2 - TEMP 2 OF C EFWP HYDRAULIC COUPLING BEARING,°C,Unit 2
2092,KALTIM2.SIGNAL.RTD.20LAC40CT114,Unit #2 - TEMP OF C EFWP DRIVING END BEARING,°C,Unit 2
2093,KALTIM2.SIGNAL.RTD.20LAC40CT116,Unit #2 - OIL TEMP OF C EFWP LUBE OIL COOLER OUTLET,°C,Unit 2
2094,KALTIM2.SIGNAL.RTD.20LAC40CT118,Unit #2 - OIL TEMP OF C EFWP WORKING OIL COOLER OUTLET,°C,Unit 2
2095,KALTIM2.SIGNAL.RTD.20LAC40CT119,Unit #2 - OIL TEMP OF C EFWP WORKING OIL COOLER INLET,°C,Unit 2
2096,KALTIM2.SIGNAL.RTD.20PGB50CT101,Unit #2 - WTR TEMP OF TURB LUBE OIL COOLER OUTLET,°C,Unit 2
2097,KALTIM2.SIGNAL.RTD.20PCB20CT101,Unit #2 - WTR TEMP OF A CLSDWTR HEAT EXCHANGER OUTLET,°C,Unit 2
2098,KALTIM2.SIGNAL.RTD.20PAB31CT101,Unit #2 - TEMP OF COND A SIDE CIRCLE WTR INLET,°C,Unit 2
2099,KALTIM2.SIGNAL.RTD.20PAB41CT101,Unit #2 - TEMP OF COND A SIDE CIRCLE WTR OUTLET,°C,Unit 2
2100,KALTIM2.SIGNAL.RTD.20PCB40CT101,Unit #2 - WTR TEMP OF A WTR-RING VACUM PMP HEAT EXCHANGER OUTLET,°C,Unit 2
2101,KALTIM2.SIGNAL.RTD.20MKA10CT101,Unit #2 - GEN STATOR WINDING TEMP 1,°C,Unit 2
2102,KALTIM2.SIGNAL.RTD.20MKA10CT103,Unit #2 - GEN STATOR WINDING TEMP 3,°C,Unit 2
2103,KALTIM2.SIGNAL.RTD.20MKA10CT105,Unit #2 - GEN STATOR WINDING TEMP 5,°C,Unit 2
2104,KALTIM2.SIGNAL.RTD.20MKA10CT107,Unit #2 - GEN STATOR CORE TEMP 1 (TURB END),°C,Unit 2
2105,KALTIM2.SIGNAL.RTD.20MKA10CT109,Unit #2 - GEN STATOR CORE TEMP 1 (MIDDLE),°C,Unit 2
2106,KALTIM2.SIGNAL.RTD.20MKA10CT111,Unit #2 - GEN STATOR CORE TEMP 1 (EXCITER END),°C,Unit 2
2107,KALTIM2.SIGNAL.RTD.20MKA10CT102,Unit #2 - GEN STATOR WINDING TEMP 2,°C,Unit 2
2108,KALTIM2.SIGNAL.RTD.20MKA10CT104,Unit #2 - GEN STATOR WINDING TEMP 4,°C,Unit 2
2109,KALTIM2.SIGNAL.RTD.20MKA10CT106,Unit #2 - GEN STATOR WINDING TEMP 6,°C,Unit 2
2110,KALTIM2.SIGNAL.RTD.20MKA10CT108,Unit #2 - GEN STATOR CORE TEMP 2 (TURB END),°C,Unit 2
2111,KALTIM2.SIGNAL.RTD.20MKA10CT110,Unit #2 - GEN STATOR CORE TEMP 2 (MIDDLE),°C,Unit 2
2112,KALTIM2.SIGNAL.RTD.20MKA10CT112,Unit #2 - GEN STATOR CORE TEMP 2 (EXCITER END),°C,Unit 2
2113,KALTIM2.SIGNAL.RTD.20LCB40CT101,Unit #2 - B CONDENSATE PMP THRUST BEARING TEMP,°C,Unit 2
2114,KALTIM2.SIGNAL.RTD.20LCB40CT102,Unit #2 - B CONDENSATE PMP MTR BEARING TEMP 1,°C,Unit 2
2115,KALTIM2.SIGNAL.RTD.20LCB40CT104,Unit #2 - B CONDENSATE PMP MTR STATOR TEMP 1,°C,Unit 2
2116,KALTIM2.SIGNAL.RTD.20LCB40CT106,Unit #2 - B CONDENSATE PMP MTR STATOR TEMP 3,°C,Unit 2
2117,KALTIM2.SIGNAL.RTD.20LCB40CT108,Unit #2 - B CONDENSATE PMP MTR STATOR TEMP 5,°C,Unit 2
2118,KALTIM2.SIGNAL.RTD.20LCA51CT101,Unit #2 - CONDENSATE WTR TEMP OF GLD STM COND INLET,°C,Unit 2
2119,KALTIM2.SIGNAL.RTD.20LCA51CT102,Unit #2 - CONDENSATE WTR TEMP OF GLD STM COND OUTLET,°C,Unit 2
2120,KALTIM2.SIGNAL.RTD.20PGB31CT101,Unit #2 - B CLSDCOOLING WTR PMP DRIVEN END TEMP,°C,Unit 2
2121,KALTIM2.SIGNAL.RTD.20LCB40CT103,Unit #2 - B CONDENSATE PMP MTR BEARING TEMP 2,°C,Unit 2
2122,KALTIM2.SIGNAL.RTD.20LCB40CT105,Unit #2 - B CONDENSATE PMP MTR STATOR TEMP 2,°C,Unit 2
2123,KALTIM2.SIGNAL.RTD.20LCB40CT107,Unit #2 - B CONDENSATE PMP MTR STATOR TEMP 4,°C,Unit 2
2124,KALTIM2.SIGNAL.RTD.20LCB40CT109,Unit #2 - B CONDENSATE PMP MTR STATOR TEMP 6,°C,Unit 2
2125,KALTIM2.SIGNAL.RTD.20PGB33CT101,Unit #2 - TEMP OF THE COOLING WTR OF CLSDWTR HEAT EXCHANGERS INLET ,°C,Unit 2
2126,KALTIM2.SIGNAL.RTD.20PGB40CT101,Unit #2 - TEMP OF THE COOLING WTR OF CLSDWTR HEAT EXCHANGERS OUTLET ,°C,Unit 2
2127,KALTIM2.SIGNAL.RTD.20PGB75CT101,Unit #2 - WTR TEMP OF GEN AIR COOLER COOLING WTR OUTLET ,°C,Unit 2
2128,KALTIM2.SIGNAL.RTD.20PGB31CT102,Unit #2 - B CLSDCOOLING WTR PMP NON-DRIVEN TEMP,°C,Unit 2
2129,KALTIM2.SIGNAL.RTD.20MAA51CT153,Unit #2 - Temperature of the NO.1 bearing tile return oil,°C,Unit 2
2130,KALTIM2.SIGNAL.RTD.20MAC52CT151,Unit #2 - Temperature of the NO.2 bearing tile return oil,°C,Unit 2
2131,KALTIM2.SIGNAL.RTD.20MAC52CT152,Unit #2 - Temperature of the NO.3 bearing tile return oil,°C,Unit 2
2132,KALTIM2.SIGNAL.RTD.20PGB31CT103,Unit #2 - B CLSDCOOLING WTR PMP WINDING TEMP1,°C,Unit 2
2133,KALTIM2.SIGNAL.RTD.20MAA12CT156,Unit #2 - TEMP 6 OF THE THRUST TILE,°C,Unit 2
2134,KALTIM2.SIGNAL.RTD.20MAA12CT152,Unit #2 - TEMP 2 OF THE THRUST TILE,°C,Unit 2
2135,KALTIM2.SIGNAL.RTD.20MAA12CT153,Unit #2 - TEMP 3 OF THE THRUST TILE,°C,Unit 2
2136,KALTIM2.SIGNAL.RTD.20PGB31CT104,Unit #2 - B CLSDCOOLING WTR PMP WINDING TEMP2,°C,Unit 2
2137,KALTIM2.SIGNAL.RTD.20MAA12CT154,Unit #2 - TEMP 4 OF THE THRUST TILE,°C,Unit 2
2138,KALTIM2.SIGNAL.RTD.20MAA12CT158,Unit #2 - TEMP 8 OF THE THRUST TILE,°C,Unit 2
2139,KALTIM2.SIGNAL.RTD.20MAA12CT160,Unit #2 - TEMP 10 OF THE THRUST TILE,°C,Unit 2
2140,KALTIM2.SIGNAL.RTD.20MAC11CT151,Unit #2 - TEMP 1 OF THE NO.2 BEARING TILE,°C,Unit 2
2141,KALTIM2.SIGNAL.RTD.20MAC12CT152,Unit #2 - TEMP 2 OF THE NO.3 BEARING TILE,°C,Unit 2
2142,KALTIM2.SIGNAL.RTD.20MAC13CT151,Unit #2 - TEMP 1 OF THE NO.4 BEARING TILE,°C,Unit 2
2143,KALTIM2.SIGNAL.RTD.20MAC53CT151,Unit #2 - Temperature of the NO.4 bearing tile return oil,°C,Unit 2
2144,KALTIM2.SIGNAL.RTD.20PGB31CT105,Unit #2 - B CLSDCOOLING WTR PMP WINDING TEMP3,°C,Unit 2
2145,KALTIM2.SIGNAL.RTD.20MAA12CT151,Unit #2 - TEMP 1 OF THE THRUST TILE,°C,Unit 2
2146,KALTIM2.SIGNAL.RTD.20MAA12CT155,Unit #2 - TEMP 5 OF THE THRUST TILE,°C,Unit 2
2147,KALTIM2.SIGNAL.RTD.20MAA12CT157,Unit #2 - TEMP 7 OF THE THRUST TILE,°C,Unit 2
2148,KALTIM2.SIGNAL.RTD.20MAA12CT159,Unit #2 - TEMP 9 OF THE THRUST TILE,°C,Unit 2
2149,KALTIM2.SIGNAL.RTD.20MAA11CT151,Unit #2 - TEMP OF THE NO.1 BEARING TILE,°C,Unit 2
2150,KALTIM2.SIGNAL.RTD.20MAC11CT152,Unit #2 - TEMP 2 OF THE NO.2 BEARING TILE,°C,Unit 2
2151,KALTIM2.SIGNAL.RTD.20MAC53CT152,Unit #2 - Temperature of the NO.5 bearing tile return oil,°C,Unit 2
2152,KALTIM2.SIGNAL.RTD.20MAC12CT151,Unit #2 - TEMP 1 OF THE NO.3 BEARING TILE,°C,Unit 2
2153,KALTIM2.SIGNAL.RTD.20MAC13CT152,Unit #2 - TEMP 2 OF THE NO.4 BEARING TILE,°C,Unit 2
2154,KALTIM2.SIGNAL.RTD.20MAC14CT151,Unit #2 - TEMP 1 OF THE NO.5 BEARING TILE,°C,Unit 2
2155,KALTIM2.SIGNAL.RTD.20MKD11CT151,Unit #2 - TEMP OF THE NO.6 BEARING TILE,°C,Unit 2
2156,KALTIM2.SIGNAL.RTD.20MAV13CT101,Unit #2 - OIL TEMP OF B LUBE OIL COOLER INLET ,°C,Unit 2
2157,KALTIM2.SIGNAL.RTD.20MAV13CT102,Unit #2 - OIL TEMP OF B LUBE OIL COOLER OUTLET ,°C,Unit 2
2158,KALTIM2.SIGNAL.RTD.20MKD12CT151,Unit #2 - Temperature of the NO.6 bearing tile return oil,°C,Unit 2
2159,KALTIM2.SIGNAL.RTD.20MAC14CT152,Unit #2 - TEMP 2 OF THE NO.5 BEARING TILE,°C,Unit 2
2160,KALTIM2.SIGNAL.RTD.20MAX01CT101,Unit #2 - OIL TEMP OF EH OIL TANK,°C,Unit 2
2161,KALTIM2.SIGNAL.RTD.20MAX14CT101,Unit #2 - OIL TEMP OF A EH OIL COOLER OUTLET,°C,Unit 2
2162,KALTIM2.SIGNAL.RTD.20MAX60CT101,Unit #2 - OIL TEMP OF B EH OIL COOLER INLET,°C,Unit 2
2163,KALTIM2.SIGNAL.RTD.20MAX60CT102,Unit #2 - OIL TEMP OF B EH OIL COOLER OUTLET,°C,Unit 2
2164,KALTIM2.SIGNAL.RTD.20PCB10CT101,Unit #2 - TEMP OF THE MAIN PIP OF STRAINER CIRCLE WTR ,°C,Unit 2
2165,KALTIM2.SIGNAL.RTD.20PCB20CT102,Unit #2 - WTR TEMP OF B CLSDWTR HEAT EXCHANGER OUTLET,°C,Unit 2
2166,KALTIM2.SIGNAL.RTD.20PAB30CT101,Unit #2 - TEMP OF COND B SIDE CIRCLE WTR INLET,°C,Unit 2
2167,KALTIM2.SIGNAL.RTD.20PAB40CT101,Unit #2 - TEMP OF COND B SIDE CIRCLE WTR OUTLET,°C,Unit 2
2168,KALTIM2.SIGNAL.RTD.20PCB40CT102,Unit #2 - WTR TEMP OF B WTR-RING VACUM PMP HEAT EXCHANGER OUTLET,°C,Unit 2
2169,KALTIM2.SIGNAL.RTD.20MKA20CT103,Unit #2 - TEMP OF GEN STATOR AIR OUTLET (TURB END),°C,Unit 2
2170,KALTIM2.SIGNAL.RTD.20MKA20CT104,Unit #2 - TEMP OF GEN STATOR AIR OUTLET (EXCITER END),°C,Unit 2
2171,KALTIM2.SIGNAL.RTD.20MKA20CT101,Unit #2 - TEMP OF GEN STATOR AIR INLET (TURB END),°C,Unit 2
2172,KALTIM2.SIGNAL.RTD.20MKA20CT102,Unit #2 - TEMP OF GEN STATOR AIR INLET (EXCITER END),°C,Unit 2
2173,KALTIM2.SIGNAL.RTD.U2PN10_AAR,Unit #2 - POS Trust PAD back oil TEMP,°C,Unit 2
2174,KALTIM2.SIGNAL.RTD.U2PN10_AEE,Unit #2 - NEG Trust PAD back oil TEMP,°C,Unit 2
2175,KALTIM2.SIGNAL.RTD.U2PN10_AEF,Unit #2 - SPARE,°C,Unit 2
2176,KALTIM2.SIGNAL.RTD.U2PN10_AEG,Unit #2 - SPARE,°C,Unit 2
2177,KALTIM2.SIGNAL.RTD.U2PN10_AEH,Unit #2 - SPARE,°C,Unit 2
2178,KALTIM2.SIGNAL.RTD.U2PN10_AEI,Unit #2 - SPARE,°C,Unit 2
2179,KALTIM2.SIGNAL.RTD.U2PN10_AEJ,Unit #2 - SPARE,°C,Unit 2
2180,KALTIM2.SIGNAL.RTD.U2PN10_AEK,Unit #2 - SPARE,°C,Unit 2
2181,KALTIM2.SIGNAL.TC.20HJS01CT101,Unit #2 - Purging steam temperature,°C,Unit 2
2182,KALTIM2.SIGNAL.TC.20HBK40CT101,Unit #2 - Boiler back wall burning chamber bed temperature 1,°C,Unit 2
2183,KALTIM2.SIGNAL.TC.20HBK40CT102,Unit #2 - Boiler back wall burning chamber bed temperature 2,°C,Unit 2
2184,KALTIM2.SIGNAL.TC.20HBK40CT103,Unit #2 - Boiler back wall burning chamber bed temperature 3,°C,Unit 2
2185,KALTIM2.SIGNAL.TC.20HBK40CT104,Unit #2 - Boiler back wall burning chamber bed temperature 4,°C,Unit 2
2186,KALTIM2.SIGNAL.TC.20HJS20CT101,Unit #2 - Lower bed purging steam inlet temperature,°C,Unit 2
2187,KALTIM2.SIGNAL.TC.20HBK30CT101,Unit #2 - Boiler front wall burning chamber bed temperature 1,°C,Unit 2
2188,KALTIM2.SIGNAL.TC.20HBK30CT102,Unit #2 - Boiler front wall burning chamber bed temperature 2,°C,Unit 2
2189,KALTIM2.SIGNAL.TC.20HBK30CT103,Unit #2 - Boiler front wall burning chamber bed temperature 3,°C,Unit 2
2190,KALTIM2.SIGNAL.TC.20HBK30CT104,Unit #2 - Boiler front wall burning chamber bed temperature 4,°C,Unit 2
2191,KALTIM2.SIGNAL.TC.20HBK30CT105,Unit #2 - Boiler front wall burning chamber bed temperature 5,°C,Unit 2
2192,KALTIM2.SIGNAL.TC.20HBK30CT106,Unit #2 - Boiler front wall burning chamber bed temperature 6,°C,Unit 2
2193,KALTIM2.SIGNAL.TC.20HBK30CT107,Unit #2 - Boiler front wall burning chamber bed temperature 7,°C,Unit 2
2194,KALTIM2.SIGNAL.TC.20HBK30CT108,Unit #2 - Boiler front wall burning chamber bed temperature 8,°C,Unit 2
2195,KALTIM2.SIGNAL.TC.COLD10A,Unit #2 - #10A STATION COLD COMPENSATION,°C,Unit 2
2196,KALTIM2.SIGNAL.TC.20HAH21CT101,Unit #2 - Temperature of steam before Side-A primary desuperheater,°C,Unit 2
2197,KALTIM2.SIGNAL.TC.20HAH21CT102,Unit #2 - Temperature 1 of steam after Side-A primary desuperheater,°C,Unit 2
2198,KALTIM2.SIGNAL.TC.20HAH21CT103,Unit #2 - Temperature 2 of steam after Side-A primary desuperheater,°C,Unit 2
2199,KALTIM2.SIGNAL.TC.20HAH41CT101,Unit #2 - Temperature of steam before Side-A secondary desuperheater,°C,Unit 2
2200,KALTIM2.SIGNAL.TC.20HAH41CT102,Unit #2 - Temperature 1 of steam after Side-A secondary desuperheater,°C,Unit 2
2201,KALTIM2.SIGNAL.TC.20HAH41CT103,Unit #2 - Temperature 2 of steam after Side-A secondary desuperheater,°C,Unit 2
2202,KALTIM2.SIGNAL.TC.20HJS10CT101,Unit #2 - Upper bed purging steam inlet temperature,°C,Unit 2
2203,KALTIM2.SIGNAL.TC.20LBA01CT101,Unit #2 - Side-A HT superheater outlet pipe steam temperature 1,°C,Unit 2
2204,KALTIM2.SIGNAL.TC.20LBA01CT102,Unit #2 - Side-A HT superheater outlet pipe steam temperature 2,°C,Unit 2
2205,KALTIM2.SIGNAL.TC.20LBA01CT103,Unit #2 - Side-A HT superheater outlet pipe steam temperature 3,°C,Unit 2
2206,KALTIM2.SIGNAL.TC.COLD11A,Unit #2 - #11A STATION COLD COMPENSATION,°C,Unit 2
2207,KALTIM2.SIGNAL.TC.20HDF52CT101,Unit #2 - A cyclone separator upper wall temperature 1,°C,Unit 2
2208,KALTIM2.SIGNAL.TC.20HDF52CT102,Unit #2 - A cyclone separator upper wall temperature 2,°C,Unit 2
2209,KALTIM2.SIGNAL.TC.20HDF52CT103,Unit #2 - A cyclone separator upper wall temperature 3,°C,Unit 2
2210,KALTIM2.SIGNAL.TC.20HDF52CT104,Unit #2 - A cyclone separator upper wall temperature 4,°C,Unit 2
2211,KALTIM2.SIGNAL.TC.20HDF52CT105,Unit #2 - A cyclone separator upper wall temperature 5,°C,Unit 2
2212,KALTIM2.SIGNAL.TC.20HDF52CT106,Unit #2 - A cyclone separator upper wall temperature 6,°C,Unit 2
2213,KALTIM2.SIGNAL.TC.20HDF52CT107,Unit #2 - A cyclone separator lower wall temperature 1,°C,Unit 2
2214,KALTIM2.SIGNAL.TC.20HDF52CT108,Unit #2 - A cyclone separator lower wall temperature 2,°C,Unit 2
2215,KALTIM2.SIGNAL.TC.20HDF52CT109,Unit #2 - A cyclone separator lower wall temperature 3,°C,Unit 2
2216,KALTIM2.SIGNAL.TC.20HDF52CT110,Unit #2 - A cyclone separator lower wall temperature 4,°C,Unit 2
2217,KALTIM2.SIGNAL.TC.20HDF52CT111,Unit #2 - A cyclone separator lower wall temperature 5,°C,Unit 2
2218,KALTIM2.SIGNAL.TC.20HDF52CT112,Unit #2 - A cyclone separator lower wall temperature 6,°C,Unit 2
2219,KALTIM2.SIGNAL.TC.20HDF44CT101,Unit #2 - B cyclone separator upper wall temperature 1,°C,Unit 2
2220,KALTIM2.SIGNAL.TC.20HDF44CT102,Unit #2 - B cyclone separator upper wall temperature 2,°C,Unit 2
2221,KALTIM2.SIGNAL.TC.20HDF44CT103,Unit #2 - B cyclone separator upper wall temperature 3,°C,Unit 2
2222,KALTIM2.SIGNAL.TC.20HDF44CT104,Unit #2 - B cyclone separator upper wall temperature 4,°C,Unit 2
2223,KALTIM2.SIGNAL.TC.20HDF44CT105,Unit #2 - B cyclone separator upper wall temperature 5,°C,Unit 2
2224,KALTIM2.SIGNAL.TC.20HDF44CT106,Unit #2 - B cyclone separator upper wall temperature 6,°C,Unit 2
2225,KALTIM2.SIGNAL.TC.20HDF44CT107,Unit #2 - B cyclone separator lower wall temperature 1,°C,Unit 2
2226,KALTIM2.SIGNAL.TC.20HDF44CT108,Unit #2 - B cyclone separator lower wall temperature 2,°C,Unit 2
2227,KALTIM2.SIGNAL.TC.20HDF44CT109,Unit #2 - B cyclone separator lower wall temperature 3,°C,Unit 2
2228,KALTIM2.SIGNAL.TC.20HDF44CT110,Unit #2 - B cyclone separator lower wall temperature 4,°C,Unit 2
2229,KALTIM2.SIGNAL.TC.20HDF44CT111,Unit #2 - B cyclone separator lower wall temperature 5,°C,Unit 2
2230,KALTIM2.SIGNAL.TC.20HDF44CT112,Unit #2 - B cyclone separator lower wall temperature 6,°C,Unit 2
2231,KALTIM2.SIGNAL.TC.20HAH12CT101,Unit #2 - Steam temperature of connection pipe 1 between Side-B seperator ,°C,Unit 2
2232,KALTIM2.SIGNAL.TC.20HAH12CT102,Unit #2 - Steam temperature of connection pipe 2 between Side-B seperator ,°C,Unit 2
2233,KALTIM2.SIGNAL.TC.20HAH12CT103,Unit #2 - Steam temperature of connection pipe 3 between Side-B seperator ,°C,Unit 2
2234,KALTIM2.SIGNAL.TC.20HAH12CT104,Unit #2 - Steam temperature of connection pipe 4 between Side-B seperator ,°C,Unit 2
2235,KALTIM2.SIGNAL.TC.20HAH12CT105,Unit #2 - Steam temperature of connection pipe 5 between Side-B seperator ,°C,Unit 2
2236,KALTIM2.SIGNAL.TC.20HAH12CT106,Unit #2 - Steam temperature of connection pipe 6 between Side-B seperator ,°C,Unit 2
2237,KALTIM2.SIGNAL.TC.20HAH32CT101,Unit #2 - Side-B platen superheater outlet #1 platen wall temperature 1,°C,Unit 2
2238,KALTIM2.SIGNAL.TC.20HAH32CT102,Unit #2 - Side-B platen superheater outlet #1 platen wall temperature 2,°C,Unit 2
2239,KALTIM2.SIGNAL.TC.20HAH32CT103,Unit #2 - Side-B platen superheater outlet #1 platen wall temperature 3,°C,Unit 2
2240,KALTIM2.SIGNAL.TC.20HAH32CT104,Unit #2 - Side-B platen superheater outlet #1 platen wall temperature 4,°C,Unit 2
2241,KALTIM2.SIGNAL.TC.20HAH32CT105,Unit #2 - Side-B platen superheater outlet #2 platen wall temperature 1,°C,Unit 2
2242,KALTIM2.SIGNAL.TC.20HAH32CT106,Unit #2 - Side-B platen superheater outlet #2 platen wall temperature 2,°C,Unit 2
2243,KALTIM2.SIGNAL.TC.20HAH32CT107,Unit #2 - Side-B platen superheater outlet #2 platen wall temperature 3,°C,Unit 2
